Titre,Description,Paramètres,Status,Réponse
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400109,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1400,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""SIMON NATHALIE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""SIMON NATHAN"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""M""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""SIMON LÉA"",
      ""dateDeNaissance"": ""05062005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""SIMON CAMILLE"",
      ""dateDeNaissance"": ""05062005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""SIMON NATHAN & NATHALIE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400110,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1448,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""GIRARD JACQUES"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""GIRARD JACQUELINE"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""GIRARD LOUIS"",
      ""dateDeNaissance"": ""05072005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""GIRARD JULES"",
      ""dateDeNaissance"": ""05072005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""GIRARD JACQUELINE & JACQUES"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400111,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1448,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""BOUCHER CHLOÉ"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""BOUCHER CORENTIN"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""M""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""BOUCHER ZOÉ"",
      ""dateDeNaissance"": ""05082005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""BOUCHER ANAÏS"",
      ""dateDeNaissance"": ""05082005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""BOUCHER CORENTIN & CHLOÉ"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400112,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1700,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""MOULIN ANTOINE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""MOULIN ANTOINETTE"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""MOULIN HUGO"",
      ""dateDeNaissance"": ""05092005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""MOULIN ÉMILIE"",
      ""dateDeNaissance"": ""05092005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""MOULIN ANTOINETTE & ANTOINE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400113,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1700,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""ROUSSEL CAMILLE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""ROUSSEL CAMILLE"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""ROUSSEL ALICE"",
      ""dateDeNaissance"": ""05102005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""ROUSSEL VICTOR"",
      ""dateDeNaissance"": ""05102005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""ROUSSEL CAMILLE & CAMILLE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400114,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1717,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""BLANC PHILIPPE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""BLANC SARAH"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""BLANC RAPHAËL"",
      ""dateDeNaissance"": ""05112005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""BLANC LÉONARD"",
      ""dateDeNaissance"": ""05112005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""BLANC SARAH & PHILIPPE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400115,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1717,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""GAUTIER ÉMILIE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""GAUTIER SOAZIG"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""GAUTIER OCÉANE"",
      ""dateDeNaissance"": ""05122005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""GAUTIER NOÉMIE"",
      ""dateDeNaissance"": ""05122005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""GAUTIER SOAZIG & ÉMILIE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400116,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 2000,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""MERCIER VICTOR"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""MERCIER MATHILDE"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""MERCIER ARTHUR"",
      ""dateDeNaissance"": ""05052005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""MERCIER THIBAULT"",
      ""dateDeNaissance"": ""05052005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""MERCIER MATHILDE & VICTOR"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400117,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 2000,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""ROBIN HÉLÈNE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""ROBIN MARC"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""M""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""ROBIN MARGAUX"",
      ""dateDeNaissance"": ""05052005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""ROBIN MARIE"",
      ""dateDeNaissance"": ""05052005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""ROBIN MARC & HÉLÈNE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Dossier non trouvé,"{""numeroAllocataire"":1234567,""codePostal"":33404}",404,"{
  ""error"": ""not_found"",
  ""reason"": ""Dossier allocataire inexistant. Le document ne peut être édité."",
  ""message"": ""Dossier allocataire inexistant. Le document ne peut être édité.""
}"
,Erreur interne du serveur,"{""numeroAllocataire"":1234567,""codePostal"":33500}",500,"{
  ""error"": ""error"",
  ""reason"": ""Internal server error"",
  ""message"": ""Une erreur interne s'est produite, l'équipe a été prévenue.""
}"
,Erreur inconnue du fournisseur de données,"{""numeroAllocataire"":1234567,""codePostal"":33503}",503,"{
  ""error"": ""data_provider_error"",
  ""reason"": ""Unknown error code 134"",
  ""message"": ""Erreur inconnue du fournisseur de donnée CAF""
}"
