Titre,Description,Paramètres,Status,Réponse
,Élève boursier collégien échelon 2 - Depuis Scavi,"{""nomNaissance"":""Depuis"",""prenoms"":[""Scavi""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2002,""moisDateNaissance"":2,""jourDateNaissance"":8,""codeEtablissement"":""0750611G"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Depuis"",
      ""prenom"": ""Scavi"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2002-02-08""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10310019110"",
      ""libelle"": ""3EME GENERALE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0750611G"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 2
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier collégien échelon 3 - Carey Abdelhay,"{""nomNaissance"":""Carey"",""prenoms"":[""Abdelhay""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2003,""moisDateNaissance"":7,""jourDateNaissance"":11,""codeEtablissement"":""0750611G"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Carey"",
      ""prenom"": ""Abdelhay"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2003-07-11""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10310019110"",
      ""libelle"": ""3EME GENERALE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0750611G"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 3
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier collégien échelon 3 - El Nass,"{""nomNaissance"":""EL"",""prenoms"":[""Nass""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2002,""moisDateNaissance"":2,""jourDateNaissance"":9,""codeEtablissement"":""0911028Y"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""EL"",
      ""prenom"": ""Nass"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2002-02-09""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10310019110"",
      ""libelle"": ""3EME GENERALE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0911028Y"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 3
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 1 - Delin Antoine,"{""nomNaissance"":""Delin"",""prenoms"":[""Antoine""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2000,""moisDateNaissance"":12,""jourDateNaissance"":3,""codeEtablissement"":""0931190N"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Delin"",
      ""prenom"": ""Antoine"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2000-12-03""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0931190N"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 1
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 1 - Perrier Alex,"{""nomNaissance"":""Perrier"",""prenoms"":[""Alex""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2002,""moisDateNaissance"":2,""jourDateNaissance"":2,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Perrier"",
      ""prenom"": ""Alex"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2002-02-02""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 1
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 2 - Bob Nassima,"{""nomNaissance"":""Bob"",""prenoms"":[""Nassima""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2004,""moisDateNaissance"":12,""jourDateNaissance"":4,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Bob"",
      ""prenom"": ""Nassima"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2004-12-04""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 2
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 3 - Herve Lena,"{""nomNaissance"":""Herve"",""prenoms"":[""Lena""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2002,""moisDateNaissance"":2,""jourDateNaissance"":3,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Herve"",
      ""prenom"": ""Lena"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2002-02-03""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 3
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 3 - Pereira Maoris,"{""nomNaissance"":""Pereira"",""prenoms"":[""Maoris""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2002,""moisDateNaissance"":8,""jourDateNaissance"":5,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Pereira"",
      ""prenom"": ""Maoris"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2002-08-05""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 3
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 4 - Bouti Siham,"{""nomNaissance"":""Bouti"",""prenoms"":[""Siham""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2002,""moisDateNaissance"":2,""jourDateNaissance"":4,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Bouti"",
      ""prenom"": ""Siham"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2002-02-04""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 4
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 4 - Nom Narjes,"{""nomNaissance"":""Nom"",""prenoms"":[""Narjes""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2006,""moisDateNaissance"":1,""jourDateNaissance"":6,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Nom"",
      ""prenom"": ""Narjes"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2006-01-06""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 4
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 5 - Boucher Gabrielle,"{""nomNaissance"":""Boucher"",""prenoms"":[""Gabrielle""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2002,""moisDateNaissance"":2,""jourDateNaissance"":5,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Boucher"",
      ""prenom"": ""Gabrielle"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2002-02-05""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 5
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 5 - Lunette Zahid,"{""nomNaissance"":""Lunette"",""prenoms"":[""Zahid""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2000,""moisDateNaissance"":12,""jourDateNaissance"":7,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Lunette"",
      ""prenom"": ""Zahid"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2000-12-07""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 5
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 6 - Dupré Hind,"{""nomNaissance"":""Dupré"",""prenoms"":[""Hind""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2000,""moisDateNaissance"":12,""jourDateNaissance"":8,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Dupré"",
      ""prenom"": ""Hind"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2000-12-08""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 6
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève boursier lycéen échelon 6 - Louki Ahmed,"{""nomNaissance"":""Louki"",""prenoms"":[""Ahmed""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2002,""moisDateNaissance"":2,""jourDateNaissance"":6,""codeEtablissement"":""0921236U"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Louki"",
      ""prenom"": ""Ahmed"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2002-02-06""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0921236U"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": true,
    ""echelon_bourse"": 6
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève non boursier - Caravelle Marc-Antoine,"{""nomNaissance"":""Caravelle"",""prenoms"":[""Marc-Antoine""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2002,""moisDateNaissance"":4,""jourDateNaissance"":15,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Caravelle"",
      ""prenom"": ""Marc-Antoine"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2002-04-15""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": false,
    ""echelon_bourse"": null
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève non boursier - De Carvalho Alexandra,"{""nomNaissance"":""De Carvalho"",""prenoms"":[""Alexandra""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2000,""moisDateNaissance"":3,""jourDateNaissance"":14,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""De Carvalho"",
      ""prenom"": ""Alexandra"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2000-03-14""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": false,
    ""echelon_bourse"": null
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève non boursier - Dupond Nicolas,"{""nomNaissance"":""Dupond"",""prenoms"":[""Nicolas""],""sexeEtatCivil"":""M"",""anneeDateNaissance"":2002,""moisDateNaissance"":2,""jourDateNaissance"":2,""codeEtablissement"":""0931190N"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Dupond"",
      ""prenom"": ""Nicolas"",
      ""sexe"": ""M"",
      ""date_naissance"": ""2002-02-02""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0931190N"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": false,
    ""echelon_bourse"": null
  },
  ""links"": {},
  ""meta"": {}
}"
,Élève non boursier - Hamilton Nicole,"{""nomNaissance"":""Hamilton"",""prenoms"":[""Nicole""],""sexeEtatCivil"":""F"",""anneeDateNaissance"":2002,""moisDateNaissance"":7,""jourDateNaissance"":18,""codeEtablissement"":""0782567S"",""anneeScolaire"":""2024""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""Hamilton"",
      ""prenom"": ""Nicole"",
      ""sexe"": ""F"",
      ""date_naissance"": ""2002-07-18""
    },
    ""module_elementaire_formation"": {
      ""code_mef_stat"": ""10010012110"",
      ""libelle"": ""2NDE GENERALE ET TECHNOLOGIQUE""
    },
    ""annee_scolaire"": ""2025"",
    ""est_scolarise"": true,
    ""statut_eleve"": {
      ""code"": ""ST"",
      ""libelle"": ""Scolaire""
    },
    ""etablissement"": {
      ""code_uai"": ""0782567S"",
      ""code_ministere_tutelle"": ""06""
    },
    ""est_boursier"": false,
    ""echelon_bourse"": null
  },
  ""links"": {},
  ""meta"": {}
}"
