Titre,Description,Paramètres,Status,Réponse
,Étudiant inscrit 2022,"{""nomNaissance"":""SOULI"",""prenoms"":[""Asma""],""anneeDateNaissance"":2002,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75002""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""SOULI"",
      ""prenom"": ""Asma"",
      ""date_naissance"": ""2002-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2022-07-01"",
        ""date_fin"": ""2023-08-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Saclay""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""BRETAGNE"",""prenoms"":[""Lisa""],""anneeDateNaissance"":2005,""moisDateNaissance"":6,""jourDateNaissance"":1,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""93008""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""BRETAGNE"",
      ""prenom"": ""Lisa"",
      ""date_naissance"": ""2005-06-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2023-09-01"",
        ""date_fin"": ""2024-07-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""93430"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": "" Université Sorbonne Paris Nord""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""JUIN"",""prenoms"":[""Romuald""],""anneeDateNaissance"":2005,""moisDateNaissance"":6,""jourDateNaissance"":15,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75115""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Juin"",
      ""prenom"": ""Romuald"",
      ""date_naissance"": ""2005-06-15""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-09-01"",
        ""date_fin"": ""2025-08-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""92000"",
        ""etablissement_etudes"": {
          ""uai"": ""0330023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""AUVERNE"",""prenoms"":[""Luc""],""anneeDateNaissance"":2006,""moisDateNaissance"":2,""jourDateNaissance"":1,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""95018""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""AUVERNE"",
      ""prenom"": ""Luc"",
      ""date_naissance"": ""2006-02-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-01-01"",
        ""date_fin"": ""2025-08-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""78000"",
        ""etablissement_etudes"": {
          ""uai"": ""0331034W"",
          ""nom"": "" Université de Versailles""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""JUIN"",""prenoms"":[""Esmeralda""],""anneeDateNaissance"":2000,""moisDateNaissance"":12,""jourDateNaissance"":24,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75113""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Juin"",
      ""prenom"": ""Esmeralda"",
      ""date_naissance"": ""2000-12-24""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-10-01"",
        ""date_fin"": ""2025-08-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""92000"",
        ""etablissement_etudes"": {
          ""uai"": ""0330023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""BECKER"",""prenoms"":[""VALIRIANNE""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75109""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""BECKER"",
      ""prenom"": ""VALIRIANNE"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-01-01"",
        ""date_fin"": ""2025-11-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75006"",
        ""etablissement_etudes"": {
          ""uai"": ""0292973W"",
          ""nom"": ""Université Paris Cité""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Bispo-Antoinette Hanan,"{""nomNaissance"":""Bispo-Antoinette"",""prenoms"":[""Hanan""],""anneeDateNaissance"":1999,""moisDateNaissance"":12,""jourDateNaissance"":24,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""93010""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Bispo-Antoinette"",
      ""prenom"": ""Hanan"",
      ""date_naissance"": ""1999-12-24""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit blobla Lina,"{""nomNaissance"":""blobla"",""prenoms"":[""Lina""],""anneeDateNaissance"":2002,""moisDateNaissance"":7,""jourDateNaissance"":25,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""67482""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""blobla"",
      ""prenom"": ""Lina"",
      ""date_naissance"": ""2002-07-25""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2027-01-01"",
        ""date_fin"": ""2027-12-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Bob Nassima,"{""nomNaissance"":""Bob"",""prenoms"":[""Nassima""],""anneeDateNaissance"":2004,""moisDateNaissance"":12,""jourDateNaissance"":4,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""99335""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Bob"",
      ""prenom"": ""Nassima"",
      ""date_naissance"": ""2004-12-04""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-09-01"",
        ""date_fin"": ""2025-09-01"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Caravelle Marc-Antoine,"{""nomNaissance"":""Caravelle"",""prenoms"":[""Marc-Antoine""],""anneeDateNaissance"":2002,""moisDateNaissance"":4,""jourDateNaissance"":15,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75110""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Caravelle"",
      ""prenom"": ""Marc-Antoine"",
      ""date_naissance"": ""2002-04-15""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Carey Abdelhay,"{""nomNaissance"":""Carey"",""prenoms"":[""Abdelhay""],""anneeDateNaissance"":2003,""moisDateNaissance"":7,""jourDateNaissance"":11,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""77373""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Carey"",
      ""prenom"": ""Abdelhay"",
      ""date_naissance"": ""2003-07-11""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Chateau Elyes,"{""nomNaissance"":""Chateau"",""prenoms"":[""Elyes""],""anneeDateNaissance"":2006,""moisDateNaissance"":7,""jourDateNaissance"":25,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75105""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Chateau"",
      ""prenom"": ""Elyes"",
      ""date_naissance"": ""2006-07-25""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-09-01"",
        ""date_fin"": ""2025-08-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""CLERMONT"",""prenoms"":[""Louis""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""78646""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""CLERMONT"",
      ""prenom"": ""Louis"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-10-01"",
        ""date_fin"": ""2025-09-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""78100"",
        ""etablissement_etudes"": {
          ""uai"": ""0309023W"",
          ""nom"": "" Sciences Po""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit De Carvalho Alexandra,"{""nomNaissance"":""De Carvalho"",""prenoms"":[""Alexandra""],""anneeDateNaissance"":2000,""moisDateNaissance"":3,""jourDateNaissance"":14,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""69123""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""De Carvalho"",
      ""prenom"": ""Alexandra"",
      ""date_naissance"": ""2000-03-14""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-11-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Delin Antoine,"{""nomNaissance"":""Delin"",""prenoms"":[""Antoine""],""anneeDateNaissance"":2000,""moisDateNaissance"":12,""jourDateNaissance"":3,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""99139""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Delin"",
      ""prenom"": ""Antoine"",
      ""date_naissance"": ""2000-12-03""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2026-12-31"",
        ""date_fin"": ""2027-06-12"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Duper Louise,"{""nomNaissance"":""Duper"",""prenoms"":[""Louise""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":10,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""99208""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Duper"",
      ""prenom"": ""Louise"",
      ""date_naissance"": ""2001-01-10""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Dupont Nouhe,"{""nomNaissance"":""Dupont"",""prenoms"":[""Nouhe""],""anneeDateNaissance"":2007,""moisDateNaissance"":12,""jourDateNaissance"":9,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""92073""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Dupont"",
      ""prenom"": ""Nouhe"",
      ""date_naissance"": ""2007-12-09""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-12-01"",
        ""date_fin"": ""2026-12-10"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Dupré Hind,"{""nomNaissance"":""Dupré"",""prenoms"":[""Hind""],""anneeDateNaissance"":2000,""moisDateNaissance"":12,""jourDateNaissance"":8,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""99138""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Dupré"",
      ""prenom"": ""Hind"",
      ""date_naissance"": ""2000-12-08""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Garuba Feryel,"{""nomNaissance"":""Garuba"",""prenoms"":[""Feryel""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":11,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""99331""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Garuba"",
      ""prenom"": ""Feryel"",
      ""date_naissance"": ""2001-01-11""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-10-01"",
        ""date_fin"": ""2025-09-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Hamilton Nicole,"{""nomNaissance"":""Hamilton"",""prenoms"":[""Nicole""],""anneeDateNaissance"":2002,""moisDateNaissance"":7,""jourDateNaissance"":18,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75113""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Hamilton"",
      ""prenom"": ""Nicole"",
      ""date_naissance"": ""2002-07-18""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""IBARRA"",""prenoms"":[""JENNYFER""],""anneeDateNaissance"":2004,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75109""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""IBARRA"",
      ""prenom"": ""JENNYFER"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-01-01"",
        ""date_fin"": ""2025-12-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0361113W"",
          ""nom"": ""ESCG""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""IZAK"",""prenoms"":[""John""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75109""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""IZAK"",
      ""prenom"": ""John"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-09-01"",
        ""date_fin"": ""2025-07-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331313W"",
          ""nom"": ""ESCG""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
